"","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","E1","E2","E3","F1","F2","F3","G1","G2","G3","H1","H2","H3","I1","I2","I3"
"SEC61B",8.18561808341103,8.28422483853941,8.30159202014428,8.23205530408512,8.23815166224257,8.3001401820718,8.30354816416608,8.32279621830265,8.23311494814412,8.33365146090631,8.27205783979031,8.31482557251013,8.19012449027758,8.16508886638345,8.19576639404363,8.31368014516328,8.14601365253058,8.26592412109075,8.14105148242283,8.21519230408845,8.2344040399003,8.27521815515029,8.25259799819036,8.22225927848216,8.26436163632712,8.3457239490414
"SERPINA5",5.39284346140568,5.08670632913356,5.18400828392492,5.38870019730991,5.18182243084936,5.16505448327283,5.16510673726333,5.47953477778196,5.05025309770149,5.30492702643001,5.3101568614732,5.28411741429816,5.36651371796875,5.2393781783264,5.33422622053749,5.39578363365436,5.36618825219437,5.24771311020573,5.38793564724502,5.18488642173816,5.38643530688107,5.4430301422395,5.21982722374528,5.1016763192122,5.41476635617769,5.14737217724577
"SERPINB2",4.3060963928669,4.50432729639549,4.30366302477058,4.26959459584315,4.2199709557198,4.33533605707542,4.2919190358167,4.35417060688866,4.0252472363383,4.15408662603901,4.25366790367446,4.26607491218134,4.20645953722128,4.18656702098567,4.19520585923934,4.23172897276859,4.2132338026109,4.12424447740453,4.15936538206166,4.101004257414,3.94788867828266,4.16327227639373,4.27554758008342,4.06923937922247,4.35879412531001,4.13262451739929
"SF3A3",8.15733091687223,7.67898626438522,8.16518184565054,7.78249487596228,8.10043008059599,8.11788365208184,8.25907531117567,8.1245038164189,8.00418204472865,8.21511631907899,8.28187997177385,8.10677342323973,8.33549667718866,8.04017811176295,8.24298990052291,8.15790519603051,7.85246538410794,8.17682803915758,8.42022589465912,8.26154046335401,7.97812753761658,8.02406958927633,7.86526443531752,8.31172141825337,8.38136062880534,8.27503332599158
"SF3B1",10.5472982185357,10.4309865099197,10.770374739643,10.6579689532061,10.3193925472692,10.4893441220878,10.699796026252,10.470032880133,10.5440574815842,10.6506734395204,10.4967381756727,10.5739684628203,10.2677861159628,10.5493253666681,10.4060021299455,10.4513437644888,10.4078609438508,10.6139677071306,10.5834011129902,10.5344073881206,10.8564472301197,10.5738701557155,10.4723541972393,10.4165015689994,10.3398128208646,10.2801956929374
"SGCA",5.21681596549112,4.92336256033276,4.61860039754835,5.40711931105086,4.80348232619468,5.39183082721224,4.6062657587085,4.81159912365911,5.31789461278485,4.76120452276134,5.02402333277606,5.63554212526757,5.50579767059067,5.38845103059962,5.99022817880315,6.10770467597731,6.03777714508223,6.11097001994192,7.22094116107612,6.64824116625209,5.81786462580735,6.14795021497237,5.86701757316982,6.04298958513841,6.26926307593465,6.4489099689959
"SH3D19",7.7387168612218,7.99377904073729,7.74951953121806,7.62630203966823,7.68135599209269,7.8621255641615,7.68606725036032,7.61847320850616,7.73876485221241,7.52028156901489,7.64944749521061,7.66995208707237,7.65765852545764,7.70900439749959,7.28026400153155,7.48154448611423,7.56850012435042,7.4207750999831,7.55509248298959,7.31158969477843,6.99987360776803,7.458417689401,7.34369706600786,7.27442157732668,7.14535710412179,7.26195200093179
"SH3TC2",4.08529871012759,4.08138702256121,3.98222384283596,4.225589550871,4.01797676616177,3.9478001235274,4.12414189769117,4.02801858626379,3.93244353971477,3.99789785793471,4.03064673477117,4.03654748675189,4.02373007084303,4.04790369351493,4.02313165948463,3.96296719827869,4.03221429413808,3.94708400393558,3.95527903397456,3.85427684186375,4.04850522573324,3.98365426350781,4.19762742990774,4.10402512462054,4.03587455074889,4.01520086105345
"SHMT1",4.52305510646604,4.40727794104579,4.40946245432416,4.55482968588566,4.53029539424494,4.48746315860886,4.43272288458593,4.43047484756333,4.273085742637,4.41582721104457,4.4059160029803,4.55777073989015,4.28453694580592,4.3823434861016,4.35752916801802,4.25899798931967,4.3689663645331,4.43535673498317,4.42499322753758,4.29889496626138,4.40955276538651,4.46211587157164,4.53238453948463,4.31542441017598,4.38399795402434,4.45881067211815
"SKAP1",5.21233711821727,5.12967322229463,5.15672727939651,5.34715243939945,5.27937523235439,5.26698670069024,5.23786147645541,5.51974296558884,5.30220432058504,5.21919303927608,5.30609019334215,5.21898596289123,5.09395644501337,5.33571400192597,5.19282896123957,5.05826357030415,5.27054317727566,5.29134816458756,5.02033803791991,5.08604413871665,5.157581623636,5.1039241692829,5.37479736552595,5.44991801454439,5.31461470363418,5.20607883003166
"SLAMF8",4.56996600438953,4.56936437243106,4.25868599706774,4.99935535498515,4.45868116314611,4.42561914686642,4.53655727470308,4.31558248569442,4.35143439356946,4.36796224668096,4.34070489099376,4.3631229636065,4.40716022493422,4.29446140473936,4.41290683936235,4.31549849573043,4.40586110724151,4.78264102220081,4.72365299523876,4.35980911727512,4.75620795215985,4.77636750788046,4.55117647010942,4.47010841570899,4.33126443377658,4.39905108330623
"SLAMF9",5.33382405198352,5.03103881602442,5.16917661695475,5.45028103961378,5.25010515228756,5.19978974659675,5.33215899338331,5.43091942214552,5.22487262590723,5.32051534948295,5.24620692832082,5.21647556951602,5.25983255322294,5.16430428667208,5.56519668847787,5.34304158576545,5.37379240362585,7.60140158183939,7.77579422710782,6.85995348185401,8.50658200830245,9.03553530251737,8.36069537555679,9.61348706146527,9.84480906772944,9.70923816851014
"SLC12A1",4.25169549379341,4.42801883750824,4.1515307206649,4.3071243812811,4.0951974896445,4.13068807443822,4.12030749189539,4.16766246571607,4.060242853536,4.09148563836888,4.11829382816725,4.13176066589083,4.08989712559996,4.13688409846639,4.21225793740981,4.19843465385162,4.20095825937305,4.14166534525703,4.20263477443295,4.11270363484547,4.17512100421024,4.09559512484805,4.10159116395937,4.18145466822361,4.24486261474923,4.1191833011287
"SLC25A29",5.79482137824565,5.73009202764788,5.88428364099097,5.87860531378555,5.84024912406504,6.02820846717671,6.0334607510114,5.81468404127483,5.91872139377923,6.0422733372054,5.89476001598744,5.79278211450057,5.93951018469463,5.85437464076087,5.72553020671542,5.77989872309517,5.82450873827173,5.78881511714299,5.84215496548242,5.69959889198831,6.02310188915808,5.944336521315,5.90243836813042,5.81044484688847,5.86722415114991,5.83455200276248
"SLC25A46",9.21746769707658,9.60391711682328,9.46943623726876,9.14785289472768,9.21522328581946,9.75195550565907,9.25856165977731,9.31088266957073,9.85876266383302,9.35150485146179,9.29154134629474,9.59980129516359,9.39483186402975,9.74569118876429,9.34151199779331,9.40744996061409,9.60320325367529,9.38576967538427,9.36496823090151,9.48406678908813,9.49138065350153,9.62293428257717,9.58063607199653,9.7135127600492,9.89972998664958,9.78098583991748
"SLC27A6",3.97069306773767,3.76790175401473,4.20388192986997,3.98263739211325,3.96582644857385,3.91447234453585,4.03806789116059,3.90972147884363,3.9580351816558,4.09150372272439,3.91179342274545,3.98635558092384,3.97753255061515,4.08891097330359,4.02564581843922,4.04999278503837,4.13560849589088,4.23564444671993,4.06037289455129,3.954381592152,4.22383976078404,3.9580351816558,4.20105355911772,3.81564682220156,3.88879980722507,3.90798948338948
"SLC38A9",7.22728555953153,7.54497593837876,7.85782739701855,7.25891981623613,7.5228453512915,7.26424605082406,7.49609246150569,7.42199079051954,7.5671841502513,7.49779598835493,7.62227508046285,7.44577029355444,7.39148830044492,7.33523754343078,7.1916773625137,7.4854229716016,7.51226088201598,7.34395448904678,7.72679574618144,7.55690275278485,7.41596118173349,7.8056737531558,7.637964049785,7.36467317568494,7.52031506828103,7.72880242615074
"SLC5A12",3.85216574483497,3.77891929767249,3.73725875702241,3.83243925679082,3.79151162544616,3.78967424982753,3.77333291916043,3.74724673528137,3.82689540687393,3.87128382265987,3.77212442022867,3.80148324910949,3.87270038874402,3.82763204999987,3.85626876211785,3.81699197236204,3.79010704628275,3.80485769404264,3.83322903428978,3.80492934706399,3.87236630640974,3.76965202967387,3.70799446533036,3.74833493717231,3.84879868706624,3.77715585440603
"SLC5A7",4.27570186091463,4.45244529546568,4.22770815271426,4.33377563125124,4.20927279314611,4.20226046070542,4.25303522547152,4.28535426946329,4.21584818912102,4.23227154498579,4.30846454902588,4.20771333935474,4.19744533226973,4.16653738923799,4.24180697688581,4.02510068183749,4.09402006279154,4.2307460680247,4.37625474039501,4.10930289396614,4.22790197727031,4.16351604192822,4.22862252618219,4.30106956786816,4.3176705705673,4.22211102218841
"SLC6A13",5.08977486398442,5.31618196245168,5.12651902779508,5.11087819129198,5.28526680237247,5.15775133921649,5.10067558773148,5.12392346870928,4.93930930921846,5.05418317199408,5.0476101755158,4.97647770650976,4.97492540503208,5.02745096134209,5.08946264589712,5.11222236416949,5.15123778314805,5.1026971262826,4.98076602495271,5.17380248555623,5.31410319768045,5.91290886658112,5.48024713733476,5.61645536065997,5.64140269015443,5.93557469702869
"SMCO3",4.41772073785535,4.34358328372396,4.14026195009363,4.7191542894802,4.24181532034483,4.15443550129408,4.28559529869975,4.41663014827505,4.12357297101632,4.09472075552369,4.15032458349031,4.16731681122723,4.15915622394485,4.35167517761622,4.18708353778323,4.08019789284032,4.10328928730768,4.13690685322886,4.83651163905707,4.11982215671836,4.13876897250124,4.19788430651328,4.2946956484002,4.57361834578661,4.46279677675308,4.21260560905409
"SMYD5",7.25076411357117,7.37394129483079,7.3143500071999,7.11968466041509,7.46466217720347,7.45117637084451,7.48936210055982,7.53867784416569,7.31684686462323,7.33609219143842,7.44809285847278,7.37219396998976,7.5664348804637,7.3159367995973,7.41345578785009,7.40271869921876,7.20174139626023,7.21614206457256,7.79360928079736,7.21422307709657,7.00542684686399,7.18960803647034,7.06049021408456,6.95750040237196,7.01356804326949,7.04746462627982
"SNHG10",5.22893898677159,4.59996751816596,4.30103180277298,5.57814530442627,4.49501682560492,4.64710752164766,4.65974877499842,4.34273280582687,4.48897223419284,4.41995471317306,4.70508885603602,4.42048094223972,4.50169264621665,4.67420364422801,4.3440016129305,4.5993055256991,4.59662477814009,4.42504157723651,4.39308144129356,4.38259770305016,4.85308553969675,4.57388699308986,4.62980828624273,4.48196882094808,4.5096086671454,4.50411523440347
"SNORA78",6.8826108644992,6.45848059767601,6.76109746719476,6.81760265150205,6.98059702370934,6.62735114020162,7.06889006622605,7.04694845643956,6.63355808814176,6.94166351535659,6.9225479756506,6.78471592466159,6.84641145227146,6.66380511745709,6.86702135879979,6.61652042077724,6.65053999876897,6.81378993292752,6.84387372325814,6.63217698420575,6.81620191409891,6.70524039349991,6.99530191577471,6.89140680889481,7.01269310212881,6.7893837895283
"SNTN",3.90376095702029,3.74244003166045,3.82460304168372,3.99080205263552,3.73119937393325,3.67965091635725,3.80998885997525,3.70569022089939,3.70922415901413,3.71925507456564,3.75534334895395,3.76573721238844,3.78591084423999,3.66024256495545,3.85478077862534,3.83332152952983,3.84757822484126,3.78416277544832,3.75670662193899,3.86826089039074,3.80200018661734,3.75430980058947,3.74373317933588,3.70795787711955,3.71566253825704,3.76271643628261
"SOX6",4.58961051509581,4.66872410637474,4.60108679395674,4.83246694258736,4.66505663693911,4.6243795768069,4.6805596611047,4.66583317603986,4.55527984111926,4.65021752500381,4.57695799795247,4.53273672613347,4.49984294378799,4.54778112549274,4.62039954198648,4.46057632447936,4.59535401735054,4.69417053350794,4.69851243862419,4.72426425771973,4.90757277798804,4.72059237211017,5.09734846928038,4.80245658527188,5.04276450461424,4.9893264468889
"SPDYE2",6.13620657545029,5.47471050435484,6.28080014496579,6.27947045171975,5.96659400861631,6.11849850134732,5.7541449403252,6.12406654728477,6.19973622324651,6.14451765593691,6.13220060090095,6.0841135848794,6.22153669719734,6.10105169367636,6.11431988887891,6.54573204178825,5.92613976325581,5.99397607689273,6.33314921077412,6.60509977778272,6.38525860050134,6.40588805647747,6.35813642362505,5.89171048964421,6.14892868135719,6.27547426067086
"SPEN",7.02287000291345,7.15443329570307,7.28160384533478,7.18077442762473,7.20095528602162,7.31010047981049,7.27632246334453,7.23915975577391,7.40167565310049,7.43045894295685,7.25383139681842,7.55776627807455,7.25077989069781,7.36900567303185,7.35448579484307,7.40136105931778,7.28481530945095,7.75348135043096,7.55683478822235,7.45459673602798,7.53250585284625,7.48833471023879,7.29581168467778,7.31090866267758,7.55429001658522,7.4867472948181
"SPTBN1",6.45264271307728,6.46685426386662,6.71801450063376,6.52883073263444,6.56103327095973,6.5463557252927,6.6203806354779,6.56338666831553,6.75282288135953,6.60297371718618,6.68452829957073,6.89039923284193,6.90322527837406,6.72888621809557,7.27560641896301,7.28044202066447,7.21346586470155,7.24983088775355,7.1940346825189,6.96444867786823,7.07497015709697,7.13420250563352,7.05126405017388,7.05216582720746,7.07096568095895,6.99116858327465
"SRD5A3-AS1",4.12192346287673,3.91979659031144,4.20192865729535,4.24259340104211,4.02907001022936,4.04664273889525,4.17925379411576,4.26158776285523,4.07164051479978,4.09574733306119,4.02465168831152,3.87926507469054,4.17209034377313,4.1207171098448,3.98870310543076,4.02394060638351,4.06668489699524,3.887210922685,4.08487294592084,3.97726468781623,3.98424113665819,4.01788885297998,3.83728159890134,3.93620962605774,4.15235332775466,3.99173073740416
"SRP19",10.596686487845,10.5178908016513,10.7622862336141,10.6913945149626,10.6491155170552,10.6969639450572,10.6667477408631,10.7855255208129,10.7230670073792,10.7167187414622,10.8475212868297,10.7489960299476,10.6897298762158,10.8086633575239,10.5105191575667,10.4693687802374,10.6078341755429,10.5412540651608,10.4836585184294,10.5940163643887,10.5928542764288,10.6627363177083,10.5618974065107,10.7786755242388,10.7166576371923,10.7263824922899
"SRSF7",9.48953861450366,9.22013229617389,9.63353858579599,9.37388534879449,9.41266258705748,9.25489123211325,9.49319587868349,9.50688961279586,9.24603969738017,9.60604938593143,9.50583340332801,9.39864467772638,9.37030726712458,9.33077201400163,9.10293911111751,9.16926139816214,9.10844688382188,9.35748481001022,9.26814096549041,9.40738593774123,9.36806437759358,9.41483068337378,9.30257053421097,9.23646201418659,9.42595506713297,9.41531999185829
"SS18L1",7.81100198686508,8.08796772949153,8.09538453075982,7.87148718912309,7.76751160330817,8.57842914380538,7.78432439614207,8.17668976901069,8.47699889471662,8.23102336437743,8.17375644215947,8.27891709396082,8.40248117448154,8.34881156701801,8.3174231448364,8.67470661507789,8.70563574021075,8.74544486492964,8.33871939092719,8.97786625531646,8.34018263389633,8.68345401689215,8.67113210133369,8.7357387231968,8.6378517756262,8.8441049176819
"SSU72",6.81120755573916,6.8373444546437,7.07541525982386,6.75496874444099,7.00344433597628,7.09323968590397,7.06792710740542,7.01948613873296,7.11314088076685,7.10847268538674,7.16701314339072,7.02901655690257,7.13985092427502,7.09717246036608,7.20771284113616,7.01225545823265,6.95433952762255,6.99611090646064,6.97725517370066,7.02181044251437,7.25913800196138,6.93301240202513,6.91897457501697,7.07999391777215,7.00817237045216,7.03402430131437
"ST7-OT4",3.62601556929412,3.97270411969034,3.99889204329644,3.63569811798827,3.73636040598356,3.8108092273801,3.77347774983207,3.92369967859875,3.7344150583636,3.83869910124278,3.87048341787859,3.94955750041348,3.89317441897778,4.08335554582418,3.90170983699563,3.73487059521968,3.70869037207863,3.96205054470783,3.75054734359486,3.90400704942435,3.83547919857573,3.82973839342838,3.83728159890134,3.96353005515366,3.82840299126276,3.78152153888704
"ST8SIA5",5.09543541678785,4.83266141807641,5.173941871513,5.15404024504737,5.16679583648989,5.20781902163621,5.35415739964707,5.15306148325532,5.09247964951012,5.14264383183381,5.10562078990723,5.14232878328125,5.22616177725287,5.12298931986762,5.1417515500896,4.94457294532475,5.13273020576812,5.14400274802818,5.00853319726778,5.18653918633265,5.48184358788665,5.07002867995938,5.251376577957,5.14411685173718,5.05476317809664,5.14146944085117
"STAC",7.1696456323333,7.49868578502431,6.98634960453223,7.12767185258993,7.1845202403945,7.07267501315192,7.11257735470405,7.13705229085535,6.820765122366,6.77557307283465,6.90792346769674,6.78006714026377,6.87584935326315,6.83395616873233,6.69356172243116,6.55413363693608,6.70177819478717,6.79851608824986,6.56002333148613,6.42640010827927,6.621174152018,6.48931339748854,6.59503427962795,6.80726731909018,6.87194313289979,6.87206608379905
"STATH",3.98321047169728,4.20255064619621,3.77203328068252,3.88039926066772,3.69302376708925,3.94763103926619,3.64761998916813,3.79817831915781,3.71513631081733,3.69062525448742,3.8903427993472,3.62413890130174,3.84240173112676,3.74838195068375,3.76996241331002,3.82801823922658,3.83573381348247,3.79077540536956,3.75531033555622,3.69201950300308,3.69002280205807,3.69415948943791,3.82239343220769,3.74950819376067,3.75952092497196,3.62460077751116
"STXBP6",4.14042192901134,4.12580623160974,4.26916667033748,4.19830551828119,4.2778021637221,4.37920753085458,4.26410528946575,4.23043927549512,4.18375928763881,4.14985729015119,4.25545614431624,4.13571724142625,4.204237006905,4.27712002952892,4.29947810989415,4.19713732744641,4.21950731089834,4.23998083510068,4.27562818482181,4.21605454280348,4.24232969190122,4.09432705541053,4.28096614195337,4.18298011069462,4.25261278584658,4.1844702357863
"SULT1C4",4.00973725238804,4.16298073330269,4.00831040079412,4.03914757927125,4.28211876337604,4.04497824412434,4.05941174320874,4.09019382923351,3.90659220751251,4.06063064692066,4.03120279744817,4.11486666131768,4.01756031212371,4.20908937930644,4.03317834276735,4.02182368508292,4.07052777960397,4.01875409334151,4.0061889749114,3.94641245516706,4.06815242673964,3.89419298962853,3.92146064202675,4.21189673635294,4.13383061932609,4.08280102896129
"SUPT16H",10.2342613286033,9.67506752744971,9.90354211457512,9.63839213113038,9.68563432675873,9.44726741966409,9.51061539572455,9.83169767631325,9.96208398311674,9.56936833249878,9.87070461902318,9.54623595602365,9.67937433107787,9.69645445472794,9.0555833487822,9.62877181447084,9.48154939118191,9.15988852553068,9.30767278059429,9.49683470362195,9.4885299539138,9.96234462307829,9.54170698067412,10.0468228612455,10.0410115967718,9.90546396937369
"SYNJ2",5.97790413503924,5.97324153297711,6.07124450873898,5.8483205964647,6.07583174162087,6.381866738336,6.12133213667358,6.33017925360381,6.43617609161381,6.68687422477324,6.60923287269677,6.42021687335547,6.38684835832263,6.51503963143449,6.22713722455093,6.23436831730001,6.1552974960864,6.14670135769817,6.15407063900993,6.06403507962698,6.08556954760689,6.01934824176251,5.92889452998293,6.1631703847822,6.12282891695614,6.19099845638202
"SYT1",4.68739460005337,4.87717802648931,4.59627717195804,4.69327826392951,4.57109469078608,4.61193591658238,4.86433227402781,4.69380936043036,4.6879272194003,4.86218276653225,4.60229050455712,4.53889071685229,4.31719551509329,4.70341396413507,4.56345319434572,4.63939646619674,4.49146849615847,4.69982431962686,4.64047247053453,4.49327182686995,4.83283001415194,4.89427927430603,4.69104575519966,5.83403888701105,6.07546857022749,5.67771294582558
"SZRD1",8.42763690910409,8.3156278960115,8.40392023519382,8.37032342214767,8.45693512323751,8.20260987337879,8.31285695755314,8.44416487225089,8.55212669850125,8.23613403027594,8.44661028044969,8.17698961334827,8.45301762338217,8.25663815225925,8.35126682308541,8.37278775498614,8.40826365908275,8.32316788715638,8.58139716821179,8.23448931414999,8.35338788819346,8.40390731791494,8.3011343110619,7.98387749845297,7.91247255618462,7.83226912673789
"TAAR3P",4.40467371313371,4.62526104455513,4.30154431008608,4.29071836210342,4.5289924890948,4.47031560427657,4.32511911465645,4.35886855739031,4.4990812030724,4.1898631266653,4.41850844141689,4.39226606524968,4.33862589667786,4.37131178013214,4.5100059560078,4.13196500300729,4.50496902852947,4.23477246658701,4.15814933996071,4.31517557078658,4.32789620227693,4.32211396463787,4.43049938630597,4.15222624806302,4.32057674883207,4.24290652247736
"TAFA1",4.11873023727539,4.245832575607,3.95192489986697,4.13887864419089,4.07658550088296,4.03300211109584,3.99261638539216,4.07644979966464,3.96852332931328,3.95216763666014,3.94055783063159,3.92357528062772,4.03200811963443,3.92063769684387,4.07658550088296,3.91438437411357,4.06548398480206,4.01616247492955,4.04783786059454,3.93916916892118,4.00236675725441,3.91814338393067,4.018779049423,3.99859173738912,3.86931973794651,3.94149901455347
"TBC1D13",7.58059555809264,7.79568532150227,7.7126235328278,7.67795636373379,7.71912521762454,7.72872103409841,7.672410539881,7.71767716676594,7.64475275731753,7.62035788560559,7.68689276764347,7.62465850584538,7.83030949002321,7.67340765265061,7.87010761406261,7.84515686230064,7.72699380782453,7.90432801892853,8.11577299598769,7.97215844057232,7.90880365322503,7.99448724102823,7.98663296923577,7.90028635132297,7.91710415459978,7.90120555351012
"TBC1D8",9.09125832181583,9.30395417128949,9.22582536567353,9.40357774124171,8.95384091810973,9.4944319857878,9.27985645226931,9.20987370928764,8.66405509859333,9.2853831945946,8.87524811812196,8.38498068792022,8.49629902573006,8.6636765402576,7.88501375805955,7.84032955072991,7.98682642991301,7.17078072111118,7.22571176783908,7.61901385219414,7.19610394291449,7.13406577265762,7.2787383775934,6.91943862504544,6.86452952427662,7.0010717698162
"TCEANC",4.41515973711434,5.04815158003314,4.58121043627035,4.38679779602784,4.61838399982523,4.58430723701614,4.39446297868789,4.59494176143536,4.56768816938445,4.54397369548137,4.62125801577712,4.4863424462673,4.59776247186381,4.66168356111051,4.5246758128785,4.44370736128307,4.45160540367251,4.45406148411013,4.32123497292827,4.38576523270987,4.40936557483192,4.38577296847857,4.56188072342731,4.48137024184614,4.59521090886713,4.43547116531894
"TDRD9",3.80672111852419,3.92432932858434,3.98647639414931,3.82073453189679,4.02975276522134,3.94359139797649,3.99453905438059,3.98167133932326,3.93252351388283,4.02843479688964,3.93743290918454,3.8701776537554,3.92165174315849,3.76980765514894,3.96081745262746,3.93626785765509,3.75961305712677,4.0999034606459,3.93697677287822,3.84505180243249,4.07442283497021,3.82066675109929,4.04006448312271,4.19824954678446,4.01797857557655,3.89993922434206
"TET3",6.63728078863716,6.83484584517885,6.87049050164574,6.57761204451864,6.82457156644806,7.10518982194084,6.78134232737391,6.80575870430568,6.81823869269882,6.95226840326617,6.92900775413579,6.84577550903343,6.82686465261573,6.76065056689196,6.80573689608048,6.97037329332849,6.84174207529634,6.9263402161017,6.83788941583206,6.92353401611967,6.8487076689643,6.94353813499391,6.85059946746296,6.89795263855784,7.11701036335256,7.11110174996802
"TEX13A",4.9809171074872,4.85031586460936,4.59492117684104,4.87098322515823,4.64569573758718,4.71547306050488,4.78780865646353,4.71393285614197,4.68652417837981,4.55072955686772,4.69125692248941,4.66356224199153,4.79071387518123,4.66384901916807,4.65227026474118,4.60437751189097,4.75232400025772,4.79708864570332,4.64177153102076,4.75441527456421,4.69105769922955,4.77703558463284,4.81225407359906,4.61930811638213,4.620410631322,4.56577810089438
"TEX38",4.67340015050882,4.49388776298712,4.41893557768223,4.85052006138326,4.50188798114314,4.54808798176936,4.43451152687152,4.27261261648489,4.3514480183545,4.3328712599688,4.58895209388016,4.1662616422996,4.32733749066353,4.44187876323482,4.28911369855091,4.28013477976289,4.42789932541963,4.19900310516438,4.26808734553986,4.2156210591526,4.47276118064765,4.38160625695659,4.4286063984753,4.41212998221638,4.40083068279925,4.3364214903931
"TFCP2L1",6.23238955054493,6.31046513832723,6.53064979946717,6.01203195825237,6.47340305227305,6.96091736230061,6.31786976618345,6.72624896585774,7.05211311430712,6.68327099036295,6.71713287193976,6.8789975224352,7.16586990945074,7.31190903117194,6.61786853992814,7.00762842797129,6.92064439412872,6.83379228075844,6.86635211013058,7.5255977229562,6.44718285696361,6.56674240332176,7.41777797535612,6.04150645044654,5.84957588272945,6.21519048116953
"TGDS",5.91137882099018,6.32063468279362,6.31761304140318,6.03500562421207,6.12428914169651,5.98338995746294,5.96501329662029,6.0990653129101,6.1293958382132,6.10026824674951,6.05672732438008,6.10532478591471,6.11071321611162,6.21243808597545,5.85298242068775,5.96833039185048,5.87325570000882,5.9452313137472,5.76454487645622,6.37767397566302,5.74871871345886,5.96267181821751,5.98764053007107,5.92357984337058,5.94297807451452,6.03252564835469
"THEMIS2",4.79388386448188,4.63074612093604,4.82276927833326,5.16323154641253,4.70274587295433,4.73803410462187,4.90565655748355,4.63533023909021,4.64207455032819,4.64344630079353,4.76939362251179,4.68093685857998,4.65273778361039,4.68111056438824,4.65024007877367,4.54178586635204,4.81305504832369,4.59222987753983,4.70588080097906,4.71978992048817,4.98969783038383,4.61662357906756,4.69498925748312,4.65815395687436,4.69136454160907,4.46323915483169
"THUMPD3",8.27998309745001,8.21370785178449,8.5706628561109,8.25345448236966,8.39369461986227,8.3995677011907,8.49607249471782,8.44200283551081,8.42167148742389,8.42121675294904,8.46438987168009,8.28250789769293,8.20096209883541,8.46188829783228,8.00952189848369,8.25357531253003,8.06394797983655,8.2090560567682,8.26510722885315,8.32141512429098,8.10164647729708,8.31335255695685,8.15355624103427,8.28759265656203,8.14589943821385,8.33818581352505
"TIMM8A",5.7210555158716,5.99148393106792,5.73536654378763,5.62418459083838,5.76422592144197,5.86873317794848,5.74436354828563,5.80252042205696,5.72762989015501,5.61069161362818,5.71949270260408,5.64642707124759,5.68342120817356,5.9406375239567,5.54642146704704,5.43747445194047,5.56135116602315,5.60578898798592,5.55451746990834,5.77003464343411,5.26361403022911,5.53773155534825,5.80169046731303,5.49269518148752,5.57322656658284,5.81515284696299
"TKTL1",5.1270163516486,5.07926184530581,4.78544704865344,5.10052377152241,4.83354926812379,4.57313697191188,4.80319123585935,4.72827093449017,4.72540872279293,4.64519835193355,4.7573964191785,4.78509591413679,4.74652466663357,4.77930129924675,4.93327247101461,4.85905663363005,4.77843005302391,4.78066652874455,4.77643933452859,4.72434528813396,4.6858765825607,4.5372486042485,4.8138968112335,4.84881546204214,4.7678151906434,4.71036795811486
"TLCD1",8.32234206126058,8.63623516072156,8.17045834482145,8.06198880558313,8.53031610699736,8.87873004017663,8.31547576589085,8.44929212832342,8.6083724997631,8.14137623972225,8.4370772426105,7.85316444259859,8.23645489307942,8.55018146038353,7.35713234685129,7.50008572072293,7.85635390535424,6.73490257948819,7.0663560679182,7.1850889120264,6.46969802573234,6.73176200730526,7.00342799185866,6.97036718614595,7.02936306001763,7.13240002819424
"TLR6",5.86389743165892,6.2330053811747,5.82934387525315,5.94088352201373,5.91744404064995,6.03761238787377,6.01042896504533,5.83917608677332,6.51392528290796,5.85753375705314,5.86438630835892,5.8719992149304,5.92236051077274,6.37943353831564,5.75820978138786,6.02636934245267,5.88392471545848,5.99211976859179,5.90812089820217,6.23736849560802,5.91460925500104,5.8944861706438,5.95583109478627,6.01180893724281,5.80838562724545,5.7827172062567
"TLX2",4.91651275387994,4.77119275816235,4.76158858722413,5.01334782077643,4.89959524926303,4.9114770479951,4.83653760615219,4.83354738663779,4.81573233223328,4.92376098521227,4.97350837715475,4.80433674016987,4.95980887050131,4.94691705358039,4.82941027277218,4.83522666615712,4.92807126775723,4.91200206678219,4.9454308973,4.86904273108746,5.23681359060814,4.85864134348327,5.04507050848284,4.974314418845,4.9294273392229,4.82262700201875
"TMCO6",6.45136103870021,6.60874943317875,7.03018258716006,6.29217621654454,6.82154072916649,6.61596806404776,6.7747269589055,6.81170854236392,6.79878090213147,6.6582678186224,6.88758101338687,6.47985380932137,6.96589608876368,6.81990189648706,6.40665813868848,6.65017484074121,6.05223763150236,6.52857258316747,6.6615337028853,6.44441681041399,6.57108913923597,6.94527366536833,6.55669549826225,6.92075231251644,7.04327729452641,6.99651670549763
"TMEM214",8.06273574647338,8.39291793259702,8.46990541771935,8.28270948813317,8.40908619812138,8.28923365993571,8.45447483933662,8.46476623021722,8.58514079297503,8.25523036415891,8.55705216440864,8.4086538919164,8.66824269255607,8.44937946917316,8.49053186071033,8.66703889110766,8.52416146666369,8.41556366706506,8.38036068354974,8.35086009800218,8.38794948373301,8.41976800860488,8.20406024527197,8.05438587297401,8.07065466371107,8.02811803018213
